,Pt3,Pt4,Force(100),Elasto(90),RopeAngle(100),Inclino(80)X,Inclino(80)Y,Inclino(81)X,Inclino(81)Y,Inclino(80)X_0_5,Inclino(80)Y_0_5,Inclino(81)X_0_5,Inclino(81)Y_0_5,Inclino(80)X_5_10,Inclino(80)Y_5_10,Inclino(81)X_5_10,Inclino(81)Y_5_10,Inclino(80)X_10_20,Inclino(80)Y_10_20,Inclino(81)X_10_20,Inclino(81)Y_10_20
BK08 M02,7.204709119961825,7.317104515836532,,-44.754731705326215,,,,-0.040468850860791654,0.011607147550690734,,,4.771203817904256e-05,0.002858733436641547,,,-0.0043091409544646535,0.004011156094863193,,,-0.0010790254299493812,0.003400332546788376
BK08 M03,7.531543156209422,7.693317918024597,2.8717567088562763,-42.89916593909466,0.5439477579815133,-0.011224262432599904,-0.0480704008372943,-0.04543753674487589,1.6863536269722975e-05,0.0016461829632876271,0.00029613613811910937,0.0028150547797405586,-0.0014227530851525316,0.0003413692130317247,-0.0015216856935847654,0.0009015922729575629,-0.003296958846429328,0.0006597069133405344,-0.0023455900127005236,0.0003007257367278168,-0.003413776678366628
BK08 M04,8.468608705305979,8.374283726611033,3.2139583841151342,-48.158442051991486,3.626093451218382,-0.01314163553164791,-0.05729172297900477,-0.048908814126479024,0.003940166743842291,-0.0006052986781682141,-0.0026519131277636244,-0.0012028196690303744,0.0019080175114042288,-0.0021532639724671336,-0.003081928704973322,0.001664138007180977,0.0012839720113843214,-0.001441544780515381,-0.003876807999025181,-0.00043514146297659033,0.001516623143736007
BK09 M02,6.037020533381917,5.787646808990912,2.9028137615130105,-38.29799409295133,3.0607792210507294,-0.05123794621643527,0.0069628748112780655,0.04731346560258101,-0.004037499694250724,0.0010882985964689406,0.00010044631148175289,0.0010703677810657663,-0.0015803559939233608,-0.0010706124823900759,-0.00033445002754214096,0.0007932950820025348,-0.0010108963029640443,0.0001599849769453265,-0.0011328592238502113,-0.0001760303749122088,-0.0027559056299261164
BK09 M03,6.699259491777394,6.419123497545367,3.064371785148801,-41.78299544083491,5.67772721133348,-0.06051390466081097,0.01153203172583391,0.054094933945377614,-0.00025814461063535833,-0.002424921021039639,0.007642411924408817,0.0006478455996804271,-0.0004667976678725261,-0.006104285526518837,0.005809976963190956,0.0010749415359681944,0.0003988285538688365,-0.003584062495602279,0.0046732004291836415,0.0019915403990254255,0.00016447728683532557
BK09 M04,6.317651158817053,6.135748973041868,3.0798512243031553,-39.21906737018377,2.1604236752905637,-0.05555482126190182,0.006757347888140829,0.048969681223541936,-0.0005502371882282217,0.0007856626704710605,0.000610350320832137,0.0008731701373240854,0.0014065489940833869,0.0026150948848494373,-0.00023356629486728762,-0.0007630114738583548,0.000658362129658475,5.085904387366176e-05,0.0012847202978632359,0.0018943717709821865,0.0018657767112514334
BK10 M02,-5.254286505834131,-5.041175377194274,2.646678646185619,-41.15839063399965,9.660735767297153,0.030954207216690403,-0.0015622379213684537,-0.04654368880730624,0.0008337078357497669,-0.0013559690268636954,0.0021700423950260783,-0.0009695058515103018,0.0008218069580111069,-0.0011855481529048637,0.0026560595143973005,-0.0007652232316943421,0.0004363201899179457,-0.0002105495898825169,0.0020340889152247093,-0.0005495754414384059,0.0006379960127430096
BK10 M03,-5.2373689125416165,-5.038659000296889,2.918045421368158,-40.953582221732624,-23.34674816809764,0.0343963749431958,-0.006703309190879527,-0.049703453566603086,0.004118544882659941,0.001387976341326909,-0.00232424606912104,-0.001928502303893188,0.004716809093047,0.0008186447216757694,-0.0008300819655604311,-0.001966581291267373,0.0035681913015748923,0.0005192964188377729,-0.0015461958498918956,-0.001831768474822125,0.004178129544652816
BK10 M04,-5.699767176145871,-5.4763080099945745,2.8331309133283784,-41.27238394453849,-1.0866457332765544,0.03673614036309157,-0.0069196028974879715,-0.045916837460371056,-2.871069060514393e-05,0.002463404999240081,-0.0019237423359578822,0.00020066565190348672,-0.0024225436977404003,0.003932119446096823,-0.0014597835525363538,-0.0003985884260213513,-0.0033211937148685993,0.002476594588050142,-0.002574735543739835,-0.0015456754029902766,-0.003552763700630499
BK11 M02,-12.314143394995217,-12.449098256267217,6.582701246335094,-63.63798498452653,6.028217061958433,0.059833981211825746,0.0054833446247304525,-0.05679148912047678,0.002052260534680619,-0.0006926769564481847,0.0006796468160964791,0.00012279749288052097,0.001504468844794485,-0.00021669153228590614,0.0015794547026533482,-0.0003903124212850865,0.0005088798118260229,4.22207116172757e-05,0.0015092618604451765,-0.0008364119439910741,0.0007898296346400058
BK11 M03,-13.637161651914978,-13.639002604541314,6.885245278258117,-68.48174588480457,2.4273485326731596,0.07344480592842778,0.006015249570879846,-0.07006130607636497,0.0007671314606442479,0.001156191605175496,0.001999495630151625,0.0007886565971577493,0.0009088548892136799,0.0004407249802352613,0.002427132681177814,0.0014161159807120137,0.0007291341616905837,0.000853236863597699,0.0025235003666124506,-0.000797698861545853,0.0004958224176204977
BK11 M04,-11.635733841083626,-11.802607313819244,6.572453114615803,-59.909178228126805,7.528597948819609,0.06166342176905821,0.005011223507190078,-0.05928730397164446,-0.0036861121491531773,0.0008175323971701717,6.872264164560924e-05,-0.001178013931519219,-0.0037333314205775588,-0.0006887455569582804,-0.000611539020938153,-7.510932703478586e-05,-0.0024349941608615765,0.00025600829452552724,-0.00023765525446921144,-0.0004187625358254333,-0.0044701419763529164
BK12 M02,-8.625267537144975,-8.496604645614358,3.244663920763639,-62.55139748643702,6.380645173933683,0.06568284618884387,-0.012836705193652233,-0.10134771019460044,-0.006525050583928816,-1.3137183423108232e-06,-0.0012291755649608248,-0.011275430820338007,-0.0006731953540996961,0.002286621572022718,-0.0003025093805342905,-0.01347267097699082,-0.0023297325064419194,0.004069042549534102,-0.0013620263728919976,-0.019209490807133987,-0.002810542398868722
BK12 M03,-8.649197859129636,-8.428067656266954,3.099335224863659,-58.76141961341351,-1.8491659232899609,0.0644074543430029,-0.00977420031513988,-0.11276104618630681,-0.01785447573668018,-0.003693226134755356,-0.000592833486288111,-0.005760702959881025,-0.006996501224604731,-0.0016857965595141473,-0.0008989127052282454,-0.023548413848374385,-0.011398409000595121,-4.234009430247362e-05,-0.0009768966277149567,-0.02545981500710629,-0.012322896909972868
BK12 M04,-7.229366263356704,-7.117472119083548,2.792446763693938,-43.678579717245725,7.693402725223541,0.053521072586994095,-0.009718980930519457,-0.08552584970457366,-0.006690211797253247,-0.003083314078743038,-0.0002041085323157054,-0.0037638941104698033,0.000187022187875607,-0.0027937137901466206,-0.0003410800924795742,-0.013066923673407418,-0.004350477748154127,0.0007257048354274539,-0.001178211047679414,-0.014348933212057364,-0.004667896983691609
BK13 M02,0.20120746767345865,0.14221163838291043,3.4912793991116495,-41.21914158061945,-1.5797400092500362,-0.09596164878726826,0.008874899792319021,0.09619873486896077,-0.00946942926787327,-0.012561316643776865,0.0025786442754941233,0.011458145251302529,-0.0028810413182144786,-0.04301088450879052,0.005017424557152621,0.042380285727780125,-0.004860905341005604,-0.07049288535668415,0.0056840549140981305,0.06993085921895469,-0.006504938693386102
BK13 M03,-24.785711692100982,-24.51621318089791,6.9619770540932295,-92.62290260462599,2.2478251626310692,-0.1966247932015403,0.010311336597740242,,,0.0027482413828887058,-0.0010715870100691503,,,0.0005726594180410417,-0.00063454747446597,,,0.00028781397431568975,-0.0003522904267950675,,
BK13 M04,-24.262522584140264,-24.882866881300288,7.431883462997361,-92.13056813690609,-7.594478927506394,-0.19674395298979327,0.009609136868593349,0.19294409511220711,-0.0002254275118505002,0.0016150497292667665,0.001408297096067574,-0.002385317986081133,0.00490392311747851,0.0017497134077960658,0.0025956122997200354,-0.004458864888021963,0.006560154730001697,0.002264026346907199,0.002701880147006474,-0.005658650739298877,0.008399122292608835
BK14 M02,-20.39864214763863,-20.189222373688516,7.660461711400037,-100.4948898278195,3.6588858807789384,0.1472222597642339,-0.01955619093887011,-0.005231267014397894,0.1747523306238428,0.006533659631834708,0.0007322794095574935,-0.0005454557184307483,-0.0004030501041280735,0.0025915943926653486,4.78681460336425e-05,0.00031031310618440875,0.00034695916012841057,-0.00047992958640625464,-0.00024252279005041493,0.00024147828588093667,-0.0009410410254603046
BK14 M03,-20.081633198814487,-19.29815889692674,7.2083170812816375,-96.77081802746855,5.13887508129922,0.14894838561081017,-0.0026994354685716095,-0.018594400685841426,0.1617407573979947,-0.00607627749760804,-0.002651882774635573,0.00028651465670261435,0.0014825822308884352,0.0009442288459629536,0.0004134692386395015,-0.0011139382200428985,0.0002135115143067069,0.0026043286698523137,0.0011038816412104677,-0.001098403788125316,1.951371981763844e-05
BK14 M04,-8.961010042640352,-9.154048021688412,3.1114259681560785,-44.70778719231979,-2.365833741396642,0.07521912608109653,0.013583353810917485,-0.02030196590756424,0.06548360955384289,-0.0018501624165602828,0.002918290051049197,-4.280929919035073e-05,-0.0034552249503341935,0.003728592627317061,0.002586230434317036,0.001306734767115178,-0.0025670102001883527,0.0016386081135604323,0.0022881945044710807,0.000350510056984115,-0.00370763985025046
BK16 M02,-7.791812400611316,-7.72875514193879,2.649325268185766,3.318761982866069,10.084294979250854,0.08683490746105606,0.022570179269245767,-0.10061870437656369,-0.021564211546511756,0.0007167897830623102,-0.0007439716813498194,0.000978180397956529,0.004109378800766491,0.0052662635280343855,-0.0031145403095880144,-0.0024263114544691524,0.007153063779384076,0.007668646577616859,-0.005166968703464502,-0.005941453106853384,0.008048702463485253
BK16 M03,-7.239385855283314,-7.1677569411947735,,-2.348328924620527,,0.06319117764527483,0.00983660692530294,-0.08411202641275366,-0.018564451081007956,-0.0025134484044279323,0.0021408963878484966,-0.002881115091901273,-0.002248791957826272,-0.004362290819930132,0.0028650136677701517,-0.0036943059033968336,-0.0035304183041631946,-0.003556123309257232,0.0003332887357953982,-0.0033352672775687916,-0.0007939953144203544
BK16 M04,-8.605869093281154,-8.452319166375288,2.697382222661021,-21.281372644317713,5.702730222527624,0.08599799086573025,0.02374506985564953,-0.1025991077463872,-0.03408227517730737,-0.001679201925402224,0.0032947792134147775,-0.0059935176966840085,-0.0036504803769246783,-0.002256773260012006,0.0010168188512921707,-0.0020831308441361996,-0.004690856008081503,8.087008484263977e-05,-0.0006714693624573028,-0.005509929706417507,-0.004930578458919029
BK21 M02,-33.98112494301275,-34.05738833385504,12.6679570635201,-155.1866242014434,6.794285178418235,-0.14760012492564326,-0.01961729527118449,0.18199230519077703,0.013195687846328122,0.00031811927930084955,-0.0031661005425828587,0.001151949334814431,0.0024530660140229905,0.0013265231188343749,-0.002507526304357988,-0.0002634858826821166,0.0024295156565309773,0.001723891113679696,-0.0028508923005703866,3.910935976971243e-05,0.001543194525024491
BK21 M03,-34.3127560664982,-34.41341955613356,12.749642506947144,-152.78995535006104,-2.3711380272315177,-0.15675011902328695,-0.015415561799802448,0.19113555627216167,0.010148318025937974,-0.0008039658000073845,0.0020069021788542783,-0.0009037440257199427,-0.00040075760552441957,-0.001152793683562725,0.001982527855462014,0.0023917252228593928,0.0003082966172666583,2.8901756413738188e-05,0.0007414995331633098,0.003719322450866306,-0.0005701516051237344
BK21 M04,-36.99349620650437,-37.106683195040205,12.849127751122628,-162.76424996461893,-10.743504041230722,-0.17180292363616445,-0.02237426558758883,0.2031010913842751,0.013306386186820326,-0.0002681154134331801,-0.00032401409736009,0.000200837341952128,-0.00046787109149244217,-0.0005071466744862162,-0.0010825183599906078,0.0005123158518005955,9.614712504426846e-05,-0.0013212062836967147,-0.00030637019573920835,0.0010976666294776774,0.001053990927455172
BK24 M02,-25.307387643758783,-25.364502179613776,12.957239670653546,-121.6235356399326,-0.5960348817942974,,,0.15623604222524817,0.008254650387657316,,,0.00031825250495255914,0.0015633484189699293,,,-0.0017530359096598238,0.0014619865604116138,,,0.003083095408980469,0.0014005079886459128
BK24 M03,-22.757032778718596,-22.847688633227236,10.716526656944072,-105.60293732457714,0.8814381885152449,-0.11586466943094055,0.01830210222468745,0.14817041611284745,0.009962964390536838,-0.001209359708776508,-0.0019775676180904694,0.002348012582309674,0.0013772791248500723,-0.0005475160080042068,-0.0017804472126251398,0.004019511356488868,0.0019068227969524973,0.0003347799253154834,-0.0002226731536708477,0.0037752691657223143,0.00015236987725914962
BK24 M04,-26.969655150701573,-26.849329844121417,13.59684310745599,-127.13024457646856,-7.977925495197098,-0.14247239863629202,0.02591652511995864,0.17037939711238542,0.010081800058334202,-0.00034899952390135796,-9.299371161930951e-05,0.0022699802428214058,-0.0005232269570800269,-0.001905160477176959,0.0015675664298818498,0.0014057645087494697,-0.000631935863730352,-0.0011836144045545647,0.0006629852412447211,0.001525685264881114,-0.0004171616097344627
