measurement_type,day,tree,measurement,probe,from,to,peaks,remark
normal,2022-04-05,BK24,M04,Pt3,51.0,111.07, 0.3330,"Při natahování oscilace, na konci kolísá střední hodnota, hodně kmitů; kousek chybí, ale intrerpolovatelné"
normal,2022-08-16,BK01,M02,Elasto,102.8310000000056,162.84700000000157, 0.2666,
normal,2022-08-16,BK01,M02,Pt3,102.67,0.0, 0.2649,Pt4 má hezčí průběh
normal,2022-08-16,BK01,M02,Pt4,102.626797456,163.056688351999, 0.2648,
normal,2022-08-16,BK01,M03,Elasto,114.47299999999814,164.65800000000309, 0.2590,
normal,2022-08-16,BK01,M03,Pt3,114.4,155.3, 0.2691,
normal,2022-08-16,BK01,M04,Elasto,130.32099999999627,202.65999999999624, 0.2626,
normal,2022-08-16,BK01,M04,Pt3,130.4,180.5, 0.2597,
normal,2022-08-16,BK04,M02,Elasto,98.50800000000164,148.74899999999616, 0.1990,
normal,2022-08-16,BK04,M02,Pt3,98.5,133.8, 0.1984,
normal,2022-08-16,BK04,M03,Elasto,100.80500000000028,153.80399999999645, 0.1887,
normal,2022-08-16,BK04,M03,Pt3,100.8,153.2, 0.1909,"interpolovatelné mezery, na konci chybí půlperioda."
normal,2022-08-16,BK04,M04,Elasto,70.74599999999919,121.72499999999854, 0.1962,
normal,2022-08-16,BK04,M04,Pt3,70.2,121.25984676, 0.1959,"pěkné kmity, pěkný exponenciální pokles amplitudy"
normal,2022-08-16,BK07,M02,Elasto,135.58400000000256,204.089, 0.2773,
normal,2022-08-16,BK07,M02,Pt3,135.7,204.703504328, 0.2753,"dlouhé kmity, pokles amplitudy, interpolovatelné mezery"
normal,2022-08-16,BK07,M03,Elasto,87.14400000000023,146.16999999999825, 0.2710,
normal,2022-08-16,BK07,M03,Pt3,86.7,145.99389532, 0.2761,"Zvlnněná střední hodnota, místy hodně mezer, asi interpolovatelné"
normal,2022-08-16,BK07,M04,Elasto,91.8179999999993,144.5440000000017, 0.2845,
normal,2022-08-16,BK07,M04,Pt3,91.3,144.613669944, 0.2814,"pěkné kmity, zřetelný exp pokles amplitudy"
normal,2022-08-16,BK07,M05,Elasto,116.7190000000046,177.7430000000022, 0.2786,
normal,2022-08-16,BK07,M05,Pt3,116.8,174.178508432, 0.2789,konec s divným ocáskem
normal,2022-08-16,BK08,M02,Elasto,106.21400000000722,159.1119999999937, 0.3025,
normal,2022-08-16,BK08,M02,Pt3,106.02,139.602849752, 0.2978,"konec s divným ocáskem, amplituda nemá monotonní pokles"
normal,2022-08-16,BK08,M03,Elasto,75.48500000000058,125.22999999999593, 0.3015,
normal,2022-08-16,BK08,M03,Pt3,75.31,111.648273568, 0.3028,konec s divným ocáskem
normal,2022-08-16,BK08,M04,Elasto,75.23600000000442,126.75200000000768, 0.2911,
normal,2022-08-16,BK08,M04,Pt3,75.54,127.360845704, 0.3088,"zakolísání při napínání, jinak pěkné kmity s exp. poklesem amplitudy"
normal,2022-08-16,BK09,M02,Elasto,81.64400000000023,131.42600000000675, 0.2209 0.7833,
normal,2022-08-16,BK09,M02,Pt3,81.12,131.33149492, 0.2191 0.7767,"pěkné kmity, exp. pokles amplitudy"
normal,2022-08-16,BK09,M03,Elasto,91.9210000000021,141.22299999999814, 0.2231 0.7909,
normal,2022-08-16,BK09,M03,Pt3,92.1,142.20327484, 0.2196 0.7786,"zakolísání při napínání, pěkné kmity"
normal,2022-08-16,BK09,M04,Elasto,73.62800000001153,123.35199999999897, 0.2212 0.7842,
normal,2022-08-16,BK09,M04,Pt3,73.55,123.570225592, 0.2202 0.7806,Kmity slábnou a zesilují
normal,2022-08-16,BK10,M02,Elasto,66.94900000000052,117.49099999999817, 0.2770,
normal,2022-08-16,BK10,M02,Pt3,67.2,118.099329536, 0.2750,"Divné vypuštění, pozor na synchronizaci s elasto a inclino. Kmity pěkné, ale není monotonní pokles amplitudy."
normal,2022-08-16,BK10,M03,Elasto,75.04099999999744,126.25499999999738, 0.2733,Na konci dlouhá mezera.
normal,2022-08-16,BK10,M03,Pt3,75.64,128.130971352, 0.2858,"Pěkné kmity, ale Pt3 ujíždí, použít Pt4."
normal,2022-08-16,BK10,M04,Elasto,76.75200000000041,129.70799999999872, 0.2832,
normal,2022-08-16,BK10,M04,Pt3,76.4,129.66122192, 0.2816,"Velké zakolísání při napínání, střední honodta při kmitání se mění."
normal,2022-08-16,BK11,M02,Elasto,110.9059999999954,180.515999999996, 0.3016,
normal,2022-08-16,BK11,M02,Pt3,111.24,181.319677784002, 0.2997,"Pěkné kmity, pěkný pokles."
normal,2022-08-16,BK11,M03,Elasto,105.5219999999972,174.7109999999957, 0.3035,
normal,2022-08-16,BK11,M03,Pt3,105.45,172.188182567999, 0.2997,Skok v čase 145
normal,2022-08-16,BK11,M04,Elasto,85.80899999999383,146.1649999999936, 0.2982,
normal,2022-08-16,BK11,M04,Pt3,85.87,140.07, 0.3138,Končí zvlněným ocáskem.
normal,2022-08-16,BK12,M02,Elasto,61.35199999999895,111.36899999999878, 0.1999 0.5398,
normal,2022-08-16,BK12,M02,Pt3,61.6,111.658274944, 0.1998 0.5394,"Pěkné kmity, jedna interpolovatelná mezera."
normal,2022-08-16,BK12,M03,Elasto,86.71199999999953,144.63000000000466, 0.1899 0.5525,
normal,2022-08-16,BK12,M03,Pt3,87.63,145.593829944, 0.1898 0.5349,"Dvě zakolísání při napínání, v kmitech interpolovatelná mezera."
normal,2022-08-16,BK12,M04,Elasto,66.05000000000291,115.012999999999, 0.1838 0.5309,
normal,2022-08-16,BK12,M04,Pt3,66.44,115.338877592, 0.1840 0.5317,"Roztřepené napínání, kmity pěkné."
normal,2022-08-16,BK13,M02,Elasto,100.23600000000442,155.06900000000314, 0.2006,
normal,2022-08-16,BK13,M02,Pt3,0.0,0.0,,"Nepovedené, nebrat"
normal,2022-08-16,BK13,M03,Elasto,94.3709999999992,145.75999999999476, 0.2140,
normal,2022-08-16,BK13,M03,Pt3,94.51,146.27394192, 0.2125,"Pěkné, rychlý útlum."
normal,2022-08-16,BK13,M04,Elasto,124.92399999999908,174.85499999999593, 0.2203,
normal,2022-08-16,BK13,M04,Pt3,125.1,175.698756456, 0.2174,"Pěkné, rychlý útlum, na konci ocásek."
normal,2022-08-16,BK14,M02,Elasto,104.46199999999952,154.28100000000268, 0.2409,
normal,2022-08-16,BK14,M02,Pt3,106.39,129.341170352, 0.2614,Konec je divoký
normal,2022-08-16,BK14,M03,Elasto,99.70000000000437,149.47400000000198, 0.2411,
normal,2022-08-16,BK14,M03,Pt3,101.84,142.583337568, 0.2455,Konec je horší
normal,2022-08-16,BK14,M04,Elasto,101.47499999999854,151.1009999999951, 0.2418,
normal,2022-08-16,BK14,M04,Pt3,102.66,124.970455, 0.2241,Konec je horší
normal,2022-08-16,BK16,M02,Elasto,55.40299999999843,106.42799999999988, 0.2352,
normal,2022-08-16,BK16,M02,Pt3,55.38,107.167540648, 0.2317,Roztřepené napínání
normal,2022-08-16,BK16,M03,Elasto,69.99200000000565,120.54000000000087, 0.2374,
normal,2022-08-16,BK16,M03,Pt3,71.99,121.45987992, 0.2426,Pěkné kmity.
normal,2022-08-16,BK16,M04,Elasto,66.22499999999854,115.44999999999708, 0.2234,
normal,2022-08-16,BK16,M04,Pt3,65.8,114.508741456, 0.2258,Konec s ocáskem.
normal,2022-08-16,BK21,M02,Elasto,144.1860000000015,202.6310000000012, 0.2737 0.6330,
normal,2022-08-16,BK21,M02,Pt3,144.1,203.203258704, 0.2707 0.6261,"Krásné kmity, rychle utlumené."
normal,2022-08-16,BK21,M03,Elasto,84.471000000005,136.15200000000186, 0.2708,
normal,2022-08-16,BK21,M03,Pt3,84.37,136.532346864, 0.2684,Krásné kmity
normal,2022-08-16,BK21,M04,Elasto,78.17699999999604,130.11699999999837, 0.2695,
normal,2022-08-16,BK21,M04,Pt3,78.11,130.571371567999, 0.2669,"Krásné kmity, interpolovatelné mezery"
normal,2022-08-16,BK24,M02,Elasto,77.52099999999336,126.96600000000036, 0.3033,
normal,2022-08-16,BK24,M02,Pt3,77.94,127.700901024, 0.3014,
normal,2022-08-16,BK24,M03,Elasto,110.04400000000896,160.88499999999476, 0.3147,
normal,2022-08-16,BK24,M03,Pt3,110.2,161.286412688, 0.3132,"Krásné kmity, rychle utlumené."
normal,2022-08-16,BK24,M04,Elasto,113.31600000000616,162.75800000000163, 0.3033,
normal,2022-08-16,BK24,M04,Pt3,113.73,163.516763568, 0.3022,"Krásné kmity, rychle utlumené."
normal,2023-07-17,BK01,M02,Elasto,107.17699999999968,164.25, 0.2628,
normal,2023-07-17,BK01,M03,Elasto,115.78299999999945,173.92599999999948, 0.2752,
normal,2023-07-17,BK01,M04,Elasto,119.5669999999991,153.14600000000064, 0.2680 0.6849,
normal,2023-07-17,BK04,M02,Elasto,84.78099999999904,142.9360000000015, 0.2235 0.7393,
normal,2023-07-17,BK04,M03,Elasto,93.25,152.17399999999907, 0.2209 0.7308,
normal,2023-07-17,BK04,M04,Elasto,82.41399999999703,140.5989999999947, 0.2234 0.7390,
normal,2023-07-17,BK07,M02,Elasto,113.6579999999958,172.59799999999814, 0.3053,
normal,2023-07-17,BK07,M03,Elasto,128.903999999995,187.2639999999956, 0.3084,
normal,2023-07-17,BK07,M04,Elasto,137.38500000000204,193.1949999999997, 0.3046,
normal,2023-07-17,BK07,M05,Elasto,117.5769999999975,156.19900000000052, 0.3106,
normal,2023-07-17,BK08,M02,Elasto,101.68699999999808,161.70500000000175, 0.3332,
normal,2023-07-17,BK08,M03,Elasto,86.52900000000227,144.54300000000512, 0.3447,
normal,2023-07-17,BK08,M04,Elasto,108.83600000000295,167.59399999999732, 0.3404,
normal,2023-07-17,BK09,M02,Elasto,0.0,0.0,,Nepovedené
normal,2023-07-17,BK09,M03,Elasto,81.87700000000041,139.42799999999988, 0.2259 0.7992,
normal,2023-07-17,BK09,M04,Elasto,75.18103410000185,131.66403410000203, 0.2124,"Nepovedené, ale peak asi je spolehlivý."
normal,2023-07-17,BK10,M02,Elasto,83.18000000000029,135.5500000000029, 0.3055,Střední hodnota se vlní.
normal,2023-07-17,BK10,M03,Elasto,83.23399999999674,141.14100000000326, 0.3108,
normal,2023-07-17,BK10,M04,Elasto,87.51599999999598,148.0179999999964, 0.3140,
normal,2023-07-17,BK11,M02,Elasto,92.41500000000087,151.70100000000093, 0.3205,
normal,2023-07-17,BK11,M03,Elasto,90.45000000000437,149.73300000000015, 0.3205,
normal,2023-07-17,BK11,M04,Elasto,111.762999999999,168.25, 0.3186,
normal,2023-07-17,BK12,M02,Elasto,75.10499999999593,130.91399999999703, 0.1971 0.6271,
normal,2023-07-17,BK12,M03,Elasto,78.65000000000146,132.09399999999732, 0.2058 0.6361,"Druhý peak nejasný, možná je na o něco menší frekvenci."
normal,2023-07-17,BK12,M04,Elasto,62.650000000001455,119.52999999999884, 0.1934 0.5802,
normal,2023-07-17,BK13,M02,Elasto,125.80199999999604,182.24899999999616, 0.2303,
normal,2023-07-17,BK13,M03,Elasto,101.09299999999348,159.7609999999986, 0.2216,
normal,2023-07-17,BK13,M04,Elasto,96.39500000000407,155.1990000000078, 0.2211,
normal,2023-07-17,BK14,M02,Elasto,80.94300000000658,137.75500000000466, 0.2640,
normal,2023-07-17,BK14,M03,Elasto,79.63799999999901,140.03600000000006, 0.2649,
normal,2023-07-17,BK14,M04,Elasto,78.99799999999959,98.51900000000025, 0.2560,
normal,2023-07-17,BK16,M02,Elasto,54.17299999999523,113.87899999999354, 0.2680,Oscilace nemizí. Vítr?
normal,2023-07-17,BK16,M03,Elasto,64.26200000000244,93.92199999999866, 0.2697,
normal,2023-07-17,BK16,M04,Elasto,50.02999999999884,69.84200000000419, 0.2523,
normal,2023-07-17,BK16,M05,Elasto,72.14099999999598,129.77599999999802, 0.2602,
normal,2023-07-17,BK21,M02,Elasto,142.66599999999744,199.8660000000018, 0.2972,
normal,2023-07-17,BK21,M03,Elasto,163.27500000000146,221.50300000000425, 0.2919,
normal,2023-07-17,BK21,M04,Elasto,177.2280000000028,235.27900000000227, 0.2928,
normal,2023-07-17,BK24,M02,Elasto,141.59000000000378,199.87200000000303, 0.3260,
normal,2023-07-17,BK24,M03,Elasto,143.49899999999616,202.97699999999887, 0.3194,
normal,2023-07-17,BK24,M04,Elasto,151.13300000000163,210.0950000000012, 0.3222,
normal,2024-04-10,BK01,M02,Elasto,62.38100000000122,123.5, 0.3599,
normal,2024-04-10,BK01,M02,a02_z,62.99,123.89, 0.3612,
normal,2024-04-10,BK01,M03,Elasto,112.51599999999598,172.12799999999697, 0.3690,
normal,2024-04-10,BK01,M03,a02_z,113.24,172.57, 0.3708,
normal,2024-04-10,BK01,M04,Elasto,137.70200000000477,196.79300000000512, 0.3723,
normal,2024-04-10,BK01,M04,a02_z,140.19,197.18, 0.3684,
normal,2024-04-10,BK04,M02,Elasto,98.01699999999984,156.34300000000076, 0.2400 0.8058,
normal,2024-04-10,BK04,M03,Elasto,83.09599999999773,117.24299999999494, 0.2343 0.7906,
normal,2024-04-10,BK04,M04,Elasto,55.6929999999993,114.2569999999978, 0.2390 0.8025,
normal,2024-04-10,BK07,M02,Elasto,101.30299999999988,159.29099999999744, 0.3276 0.8795,
normal,2024-04-10,BK07,M03,Elasto,129.41799999999785,187.54299999999785, 0.3269 0.8773,
normal,2024-04-10,BK07,M04,Elasto,114.08600000000295,159.7459999999992, 0.3285 0.8760,
normal,2024-04-10,BK08,M02,Elasto,59.99499999999534,119.53899999999705, 0.4030,
normal,2024-04-10,BK08,M03,Elasto,50.512000000002445,110.33200000000215, 0.4179,
normal,2024-04-10,BK08,M04,Elasto,64.47899999999936,123.04100000000471, 0.4098,
normal,2024-04-10,BK09,M02,Elasto,46.03500000000349,105.9519999999975, 0.3672,
normal,2024-04-10,BK09,M03,Elasto,57.37000000000262,117.32600000000092, 0.3669,
normal,2024-04-10,BK09,M04,Elasto,58.76699999999983,117.42899999999644, 0.3579,
normal,2024-04-10,BK10,M02,Elasto,75.65499999999884,133.50499999999738, 0.3457 1.0026,
normal,2024-04-10,BK10,M03,Elasto,55.33000000000175,113.97200000000156, 0.3410 1.0060,
normal,2024-04-10,BK10,M04,Elasto,55.73999999999796,115.55000000000292, 0.3343 1.0030,Druhý peak plochý.
normal,2024-04-10,BK11,M02,Elasto,52.2980000000025,111.1150000000016, 0.4760,
normal,2024-04-10,BK11,M03,Elasto,46.88400000000183,104.93700000000172, 0.4650,
normal,2024-04-10,BK11,M04,Elasto,57.47599999999875,115.70899999999892, 0.4636,
normal,2024-04-10,BK12,M02,Elasto,44.5679999999993,102.85599999999975, 0.3260,
normal,2024-04-10,BK12,M03,Elasto,37.088000000003376,78.47699999999895, 0.3382,
normal,2024-04-10,BK12,M04,Elasto,39.50100000000384,78.86299999999756, 0.3302,
normal,2024-04-10,BK13,M02,Elasto,71.50299999999697,128.28499999999622, 0.2289 0.6515 0.7924,
normal,2024-04-10,BK13,M03,Elasto,82.39600000000064,140.8489999999947, 0.2395 0.6842 0.7869,
normal,2024-04-10,BK13,M04,Elasto,83.91300000000047,142.30599999999686, 0.2397 0.6849 0.7877,
normal,2024-04-10,BK14,M02,Elasto,91.3070000000007,150.22000000000116, 0.3055 0.6959 0.8826,
normal,2024-04-10,BK14,M03,Elasto,89.7589999999982,146.79999999999563, 0.2980 0.7011 0.9115,
normal,2024-04-10,BK14,M04,Elasto,95.33599999999568,153.36899999999878, 0.2929 0.6892 0.8787,
normal,2024-04-10,BK16,M03,Elasto,56.77100000000064,115.91000000000348, 0.2875 0.9638,
normal,2024-04-10,BK16,M04,Elasto,55.31399999999849,113.4629999999961, 0.2923,
normal,2024-04-10,BK16,M05,Elasto,59.1030000000028,116.82400000000052, 0.2772,
normal,2024-04-10,BK21,M02,Elasto,181.80299999999988,241.27999999999884, 0.4035,
normal,2024-04-10,BK21,M03,Elasto,130.4730000000054,189.2880000000005, 0.4080,
normal,2024-04-10,BK21,M04,Elasto,147.77499999999418,204.79899999999907, 0.4033,
normal,2024-04-10,BK24,M02,Elasto,74.1030000000028,132.09199999999691, 0.3449,
normal,2024-04-10,BK24,M03,Elasto,78.11200000000099,137.6949999999997, 0.3356,
normal,2024-04-10,BK24,M04,Elasto,79.65200000000186,137.80099999999948, 0.3439,
normal,2024-04-10,BK24,M05,Elasto,79.38300000000163,137.43999999999505, 0.3272,
